[1, 'label']	19
[25, 'p3', 'verse', 'v4', 'note', 'f']	tn The verb שָׁכַב (shakhav) means “to lie down, to recline,” that is, “to go to bed.” Here what appears to be an imperfect is a preterite after the adverb טֶרֶם (terem). The nuance of potential (perfect) fits well.
[26, 'p3', 'verse', 'v4', 'content']	all the men – both young and old, from every part of the city of Sodom – surrounded the house.
[27, 'p3', 'verse', 'v4', 'note', 'f']	tn Heb “and the men of the city, the men of Sodom, surrounded the house, from the young to the old, all the people from the end [of the city].” The repetition of the phrase “men of” stresses all kinds of men.
['v004_NET_GEN_019', 28, 'p3', 'verse', 'v4', 'plain_text']	4 Before they could lie down to sleep, all the men – both young and old, from every part of the city of Sodom – surrounded the house.
[29, 'p3', 'verse', 'v5', 'label']	5
[30, 'p3', 'verse', 'v5', 'content']	They shouted to Lot,
[31, 'p3', 'verse', 'v5', 'note', 'f']	tn The Hebrew text adds “and said to him.” This is redundant in English and has not been translated for stylistic reasons.
[32, 'p3', 'verse', 'v5', 'content']	“Where are the men who came to you tonight? Bring them out to us so we can have sex
[33, 'p3', 'verse', 'v5', 'note', 'f']	tn The Hebrew verb יָדַע (yada’, “to know”) is used here in the sense of “to lie with” or “to have sex with” (as in Gen 4:1). That this is indeed the meaning is clear from Lot’s warning that they not do so wickedly, and his willingness to give them his daughters instead.
sn The sin of the men of Sodom is debated. The fact that the sin involved a sexual act (see note on the phrase “have sex” in 19:5) precludes an association of the sin with inhospitality as is sometimes asserted (see W. Roth, “What of Sodom and Gomorrah? Homosexual Acts in the Old Testament,” Explor 1 [1974]: 7-14). The text at a minimum condemns forced sexual intercourse, i.e., rape. Other considerations, though, point to a condemnation of homosexual acts more generally. The narrator emphasizes the fact that the men of Sodom wanted to have sex with men: They demand that Lot release the angelic messengers (seen as men) to them for sex, and when Lot offers his daughters as a substitute they refuse them and attempt to take the angelic messengers by force. In addition the wider context of the Pentateuch condemns homosexual acts as sin (see, e.g., Lev 18:22). Thus a reading of this text within its narrative context, both immediate and broad, condemns not only the attempted rape but also the attempted homosexual act.
[34, 'p3', 'verse', 'v5', 'content']	with them!”
['v005_NET_GEN_019', 35, 'p3', 'verse', 'v5', 'plain_text']	5 They shouted to Lot, “Where are the men who came to you tonight? Bring them out to us so we can have sex with them!”
[36, 'p4', 'verse', 'v6', 'label']	6
[37, 'p4', 'verse', 'v6', 'content']	Lot went outside to them, shutting the door behind him.
['v006_NET_GEN_019', 38, 'p4', 'verse', 'v6', 'plain_text']	6 Lot went outside to them, shutting the door behind him.
[39, 'p4', 'verse', 'v7', 'label']	7
[40, 'p4', 'verse', 'v7', 'content']	He said, “No, my brothers! Don’t act so wickedly!
[41, 'p4', 'verse', 'v7', 'note', 'f']	tn Heb “may my brothers not act wickedly.”
['v007_NET_GEN_019', 42, 'p4', 'verse', 'v7', 'plain_text']	7 He said, “No, my brothers! Don’t act so wickedly!
[43, 'p4', 'verse', 'v8', 'label']	8
[44, 'p4', 'verse', 'v8', 'content']	Look, I have two daughters who have never had sexual relations with
[45, 'p4', 'verse', 'v8', 'note', 'f']	tn Heb “who have not known.” Here this expression is a euphemism for sexual intercourse.
[46, 'p4', 'verse', 'v8', 'content']	a man. Let me bring them out to you, and you can do to them whatever you please.
[47, 'p4', 'verse', 'v8', 'note', 'f']	tn Heb “according to what is good in your eyes.”
[48, 'p4', 'verse', 'v8', 'content']	Only don’t do anything to these men, for they have come under the protection
[49, 'p4', 'verse', 'v8', 'note', 'f']	tn Heb “shadow.”
[50, 'p4', 'verse', 'v8', 'content']	of my roof.”
[51, 'p4', 'verse', 'v8', 'note', 'f']	sn This chapter portrays Lot as a hypocrite. He is well aware of the way the men live in his city and is apparently comfortable in the midst of it. But when confronted by the angels, he finally draws the line. But he is nevertheless willing to sacrifice his daughters’ virginity to protect his guests. His opposition to the crowds leads to his rejection as a foreigner by those with whom he had chosen to live. The one who attempted to rescue his visitors ends up having to be rescued by them.
['v008_NET_GEN_019', 52, 'p4', 'verse', 'v8', 'plain_text']	8 Look, I have two daughters who have never had sexual relations with a man. Let me bring them out to you, and you can do to them whatever you please. Only don’t do anything to these men, for they have come under the protection of my roof.”
[53, 'p5', 'verse', 'v9', 'label']	9
[54, 'p5', 'verse', 'v9', 'content']	“Out of our way!”
[55, 'p5', 'verse', 'v9', 'note', 'f']	tn Heb “approach out there” which could be rendered “Get out of the way, stand back!”
[56, 'p5', 'verse', 'v9', 'content']	they cried, and “This man came to live here as a foreigner,
[57, 'p5', 'verse', 'v9', 'note', 'f']	tn Heb “to live as a resident alien.”
[58, 'p5', 'verse', 'v9', 'content']	and now he dares to judge us!
[59, 'p5', 'verse', 'v9', 'note', 'f']	tn Heb “and he has judged, judging.” The infinitive absolute follows the finite verbal form for emphasis. This emphasis is reflected in the translation by the phrase “dares to judge.”
[60, 'p5', 'verse', 'v9', 'content']	We’ll do more harm
[61, 'p5', 'verse', 'v9', 'note', 'f']	tn The verb “to do wickedly” is repeated here (see v. 7). It appears that whatever “wickedness” the men of Sodom had intended to do to Lot’s visitors – probably nothing short of homosexual rape – they were now ready to inflict on Lot.
[62, 'p5', 'verse', 'v9', 'content']	to you than to them!” They kept
[63, 'p5', 'verse', 'v9', 'note', 'f']	tn Heb “and they pressed against the man, against Lot, exceedingly.”
[64, 'p5', 'verse', 'v9', 'content']	pressing in on Lot until they were close enough
[65, 'p5', 'verse', 'v9', 'note', 'f']	tn Heb “and they drew near.”
[66, 'p5', 'verse', 'v9', 'content']	to break down the door.
['v009_NET_GEN_019', 67, 'p5', 'verse', 'v9', 'plain_text']	9 “Out of our way!” they cried, and “This man came to live here as a foreigner, and now he dares to judge us! We’ll do more harm to you than to them!” They kept pressing in on Lot until they were close enough to break down the door.
[68, 'p6', 'verse', 'v10', 'label']	10
[69, 'p6', 'verse', 'v10', 'content']	So the men inside
[70, 'p6', 'verse', 'v10', 'note', 'f']	tn Heb “the men,” referring to the angels inside Lot’s house. The word “inside” has been supplied in the translation for clarity.
[71, 'p6', 'verse', 'v10', 'content']	reached out
[72, 'p6', 'verse', 'v10', 'note', 'f']	tn The Hebrew text adds “their hand.” These words have not been translated for stylistic reasons.
[73, 'p6', 'verse', 'v10', 'content']	and pulled Lot back into the house
[74, 'p6', 'verse', 'v10', 'note', 'f']	tn Heb “to them into the house.”
[75, 'p6', 'verse', 'v10', 'content']	as they shut the door.
['v010_NET_GEN_019', 76, 'p6', 'verse', 'v10', 'plain_text']	10 So the men inside reached out and pulled Lot back into the house as they shut the door.
[77, 'p6', 'verse', 'v11', 'label']	11
[78, 'p6', 'verse', 'v11', 'content']	Then they struck the men who were at the door of the house, from the youngest to the oldest,
[79, 'p6', 'verse', 'v11', 'note', 'f']	tn Heb “from the least to the greatest.”
[80, 'p6', 'verse', 'v11', 'content']	with blindness. The men outside
[81, 'p6', 'verse', 'v11', 'note', 'f']	tn Heb “they”; the referent (the men of Sodom outside the door) has been specified in the translation for clarity.
[82, 'p6', 'verse', 'v11', 'content']	wore themselves out trying to find the door.
['v011_NET_GEN_019', 83, 'p6', 'verse', 'v11', 'plain_text']	11 Then they struck the men who were at the door of the house, from the youngest to the oldest, with blindness. The men outside wore themselves out trying to find the door.
[84, 'p6', 'verse', 'v12', 'label']	12
[85, 'p6', 'verse', 'v12', 'content']	Then the two visitors
[86, 'p6', 'verse', 'v12', 'note', 'f']	tn Heb “the men,” referring to the angels inside Lot’s house. The word “visitors” has been supplied in the translation for clarity.
[87, 'p6', 'verse', 'v12', 'content']	said to Lot, “Who else do you have here?
[88, 'p6', 'verse', 'v12', 'note', 'f']	tn Heb “Yet who [is there] to you here?”
[89, 'p6', 'verse', 'v12', 'content']	Do you have
[90, 'p6', 'verse', 'v12', 'note', 'f']	tn The words “Do you have” are supplied in the translation for stylistic reasons.
[91, 'p6', 'verse', 'v12', 'content']	any sons-in-law, sons, daughters, or other relatives in the city?
[92, 'p6', 'verse', 'v12', 'note', 'f']	tn Heb “a son-in-law and your sons and your daughters and anyone who (is) to you in the city.”
[93, 'p6', 'verse', 'v12', 'content']	Get them out of this
[94, 'p6', 'verse', 'v12', 'note', 'f']	tn Heb “the place.” The Hebrew article serves here as a demonstrative.
[95, 'p6', 'verse', 'v12', 'content']	place
['v012_NET_GEN_019', 96, 'p6', 'verse', 'v12', 'plain_text']	12 Then the two visitors said to Lot, “Who else do you have here? Do you have any sons-in-law, sons, daughters, or other relatives in the city? Get them out of this place
[97, 'p6', 'verse', 'v13', 'label']	13
[98, 'p6', 'verse', 'v13', 'content']	because we are about to destroy
[99, 'p6', 'verse', 'v13', 'note', 'f']	tn The Hebrew participle expresses an imminent action here.
[100, 'p6', 'verse', 'v13', 'content']	it. The outcry against this place
[101, 'p6', 'verse', 'v13', 'note', 'f']	tn Heb “for their outcry.” The words “about this place” have been supplied in the translation for stylistic reasons.
[102, 'p6', 'verse', 'v13', 'content']	is so great before the
[103, 'p6', 'verse', 'v13', 'sc']	Lord
[104, 'p6', 'verse', 'v13', 'content']	that he
[105, 'p6', 'verse', 'v13', 'note', 'f']	tn Heb “the Lord.” The repetition of the divine name has been replaced in the translation by the pronoun “he” for stylistic reasons.
[106, 'p6', 'verse', 'v13', 'content']	has sent us to destroy it.”
['v013_NET_GEN_019', 107, 'p6', 'verse', 'v13', 'plain_text']	13 because we are about to destroy it. The outcry against this place is so great before the Lord that he has sent us to destroy it.”
[108, 'p7', 'verse', 'v14', 'label']	14
[109, 'p7', 'verse', 'v14', 'content']	Then Lot went out and spoke to his sons-in-law who were going to marry his daughters.
[110, 'p7', 'verse', 'v14', 'note', 'f']	sn The language has to be interpreted in the light of the context and the social customs. The men are called “sons-in-law” (literally “the takers of his daughters”), but the daughters had not yet had sex with a man. It is better to translate the phrase “who were going to marry his daughters.” Since formal marriage contracts were binding, the husbands-to-be could already be called sons-in-law.
[111, 'p7', 'verse', 'v14', 'content']	He said, “Quick, get out of this place because the
[112, 'p7', 'verse', 'v14', 'sc']	Lord
[113, 'p7', 'verse', 'v14', 'content']	is about to destroy
[114, 'p7', 'verse', 'v14', 'note', 'f']	tn The Hebrew active participle expresses an imminent action.
[115, 'p7', 'verse', 'v14', 'content']	the city!” But his sons-in-law thought he was ridiculing them.
[116, 'p7', 'verse', 'v14', 'note', 'f']	tn Heb “and he was like one taunting in the eyes of his sons-in-law.” These men mistakenly thought Lot was ridiculing them and their lifestyle. Their response illustrates how morally insensitive they had become.
['v014_NET_GEN_019', 117, 'p7', 'verse', 'v14', 'plain_text']	14 Then Lot went out and spoke to his sons-in-law who were going to marry his daughters. He said, “Quick, get out of this place because the Lord is about to destroy the city!” But his sons-in-law thought he was ridiculing them.
[118, 'p8', 'verse', 'v15', 'label']	15
[119, 'p8', 'verse', 'v15', 'content']	At dawn
[120, 'p8', 'verse', 'v15', 'note', 'f']	tn Heb “When dawn came up.”
[121, 'p8', 'verse', 'v15', 'content']	the angels hurried Lot along, saying, “Get going! Take your wife and your two daughters who are here,
[122, 'p8', 'verse', 'v15', 'note', 'f']	tn Heb “who are found.” The wording might imply he had other daughters living in the city, but the text does not explicitly state this.
[123, 'p8', 'verse', 'v15', 'content']	or else you will be destroyed when the city is judged!”
[124, 'p8', 'verse', 'v15', 'note', 'f']	tn Or “with the iniquity [i.e., punishment] of the city” (cf. NASB, NRSV).
['v015_NET_GEN_019', 125, 'p8', 'verse', 'v15', 'plain_text']	15 At dawn the angels hurried Lot along, saying, “Get going! Take your wife and your two daughters who are here, or else you will be destroyed when the city is judged!”
[126, 'p8', 'verse', 'v16', 'label']	16
[127, 'p8', 'verse', 'v16', 'content']	When Lot
[128, 'p8', 'verse', 'v16', 'note', 'f']	tn Heb “he”; the referent (Lot) has been specified in the translation for clarity.
[129, 'p8', 'verse', 'v16', 'content']	hesitated, the men grabbed his hand and the hands of his wife and two daughters because the
[130, 'p8', 'verse', 'v16', 'sc']	Lord
[131, 'p8', 'verse', 'v16', 'content']	had compassion on them.
[132, 'p8', 'verse', 'v16', 'note', 'f']	tn Heb “in the compassion of the Lord to them.”
[133, 'p8', 'verse', 'v16', 'content']	They led them away and placed them
[134, 'p8', 'verse', 'v16', 'note', 'f']	tn Heb “brought him out and placed him.” The third masculine singular suffixes refer specifically to Lot, though his wife and daughters accompanied him (see v. 17). For stylistic reasons these have been translated as plural pronouns (“them”).
[135, 'p8', 'verse', 'v16', 'content']	outside the city.
['v016_NET_GEN_019', 136, 'p8', 'verse', 'v16', 'plain_text']	16 When Lot hesitated, the men grabbed his hand and the hands of his wife and two daughters because the Lord had compassion on them. They led them away and placed them outside the city.
[137, 'p8', 'verse', 'v17', 'label']	17
[138, 'p8', 'verse', 'v17', 'content']	When they had brought them outside, they
[139, 'p8', 'verse', 'v17', 'note', 'f']	tn Or “one of them”; Heb “he.” Several ancient versions (LXX, Vulgate, Syriac) read the plural “they.” See also the note on “your” in v. 19.
[140, 'p8', 'verse', 'v17', 'content']	said, “Run
[141, 'p8', 'verse', 'v17', 'note', 'f']	tn Heb “escape.”
[142, 'p8', 'verse', 'v17', 'content']	for your lives! Don’t look
[143, 'p8', 'verse', 'v17', 'note', 'f']	tn The Hebrew verb translated “look” signifies an intense gaze, not a passing glance. This same verb is used later in v. 26 to describe Lot’s wife’s self-destructive look back at the city.
[144, 'p8', 'verse', 'v17', 'content']	behind you or stop anywhere in the valley!
[145, 'p8', 'verse', 'v17', 'note', 'f']	tn Or “in the plain”; Heb “in the circle,” referring to the “circle” or oval area of the Jordan Valley.
[146, 'p8', 'verse', 'v17', 'content']	Escape to the mountains or you will be destroyed!”
['v017_NET_GEN_019', 147, 'p8', 'verse', 'v17', 'plain_text']	17 When they had brought them outside, they said, “Run for your lives! Don’t look behind you or stop anywhere in the valley! Escape to the mountains or you will be destroyed!”
[148, 'p9', 'verse', 'v18', 'label']	18
[149, 'p9', 'verse', 'v18', 'content']	But Lot said to them, “No, please, Lord!
[150, 'p9', 'verse', 'v18', 'note', 'f']	tn Or “my lords.” See the following note on the problem of identifying the addressee here. The Hebrew term is אֲדֹנָי (’adonay).
['v018_NET_GEN_019', 151, 'p9', 'verse', 'v18', 'plain_text']	18 But Lot said to them, “No, please, Lord!
[152, 'p9', 'verse', 'v19', 'label']	19
[153, 'p9', 'verse', 'v19', 'content']	Your
[154, 'p9', 'verse', 'v19', 'note', 'f']	tn The second person pronominal suffixes are singular in this verse (note “your eyes,” “you have made great,” and “you have acted”). Verse 18a seems to indicate that Lot is addressing the angels, but the use of the singular and the appearance of the divine title “Lord” (אֲדֹנָי, ’adonay) in v. 18b suggests he is speaking to God.
[155, 'p9', 'verse', 'v19', 'content']	servant has found favor with you,
[156, 'p9', 'verse', 'v19', 'note', 'f']	tn Heb “in your eyes.”
[157, 'p9', 'verse', 'v19', 'content']	and you have shown me great
[158, 'p9', 'verse', 'v19', 'note', 'f']	tn Heb “you made great your kindness.”
[159, 'p9', 'verse', 'v19', 'content']	kindness
[160, 'p9', 'verse', 'v19', 'note', 'f']	sn The Hebrew word חֶסֶד (khesed) can refer to “faithful love” or to “kindness,” depending on the context. The precise nuance here is uncertain.
[161, 'p9', 'verse', 'v19', 'content']	by sparing
[162, 'p9', 'verse', 'v19', 'note', 'f']	tn The infinitive construct explains how God has shown Lot kindness.
[163, 'p9', 'verse', 'v19', 'content']	my life. But I am not able to escape to the mountains because
[164, 'p9', 'verse', 'v19', 'note', 'f']	tn Heb “lest.”
[165, 'p9', 'verse', 'v19', 'content']	this disaster will overtake
[166, 'p9', 'verse', 'v19', 'note', 'f']	tn The Hebrew verb דָּבַק (davaq) normally means “to stick to, to cleave, to join.” Lot is afraid he cannot outrun the coming calamity.
[167, 'p9', 'verse', 'v19', 'content']	me and I’ll die.
[168, 'p9', 'verse', 'v19', 'note', 'f']	tn The perfect verb form with vav consecutive carries the nuance of the imperfect verbal form before it.
['v019_NET_GEN_019', 169, 'p9', 'verse', 'v19', 'plain_text']	19 Your servant has found favor with you, and you have shown me great kindness by sparing my life. But I am not able to escape to the mountains because this disaster will overtake me and I’ll die.
[170, 'p9', 'verse', 'v20', 'label']	20
[171, 'p9', 'verse', 'v20', 'content']	Look, this town
[172, 'p9', 'verse', 'v20', 'note', 'f']	tn The Hebrew word עִיר (’ir) can refer to either a city or a town, depending on the size of the place. Given that this place was described by Lot later in this verse as a “little place,” the translation uses “town.”
[173, 'p9', 'verse', 'v20', 'content']	over here is close enough to escape to, and it’s just a little one.
[174, 'p9', 'verse', 'v20', 'note', 'f']	tn Heb “Look, this town is near to flee to there. And it is little.”
[175, 'p9', 'verse', 'v20', 'content']	Let me go there.
[176, 'p9', 'verse', 'v20', 'note', 'f']	tn Heb “Let me escape to there.” The cohortative here expresses Lot’s request.
[177, 'p9', 'verse', 'v20', 'content']	It’s just a little place, isn’t it?
[178, 'p9', 'verse', 'v20', 'note', 'f']	tn Heb “Is it not little?”
[179, 'p9', 'verse', 'v20', 'content']	Then I’ll survive.”
[180, 'p9', 'verse', 'v20', 'note', 'f']	tn Heb “my soul will live.” After the cohortative the jussive with vav conjunctive here indicates purpose/result.
['v020_NET_GEN_019', 181, 'p9', 'verse', 'v20', 'plain_text']	20 Look, this town over here is close enough to escape to, and it’s just a little one. Let me go there. It’s just a little place, isn’t it? Then I’ll survive.”
[182, 'p10', 'verse', 'v21', 'label']	21
[183, 'p10', 'verse', 'v21', 'content']	“Very well,” he replied,
[184, 'p10', 'verse', 'v21', 'note', 'f']	tn Heb “And he said, ‘Look, I will grant.’” The order of the clauses has been rearranged for stylistic reasons. The referent of the speaker (“he”) is somewhat ambiguous: It could be taken as the angel to whom Lot has been speaking (so NLT; note the singular references in vv. 18-19), or it could be that Lot is speaking directly to the Lord here. Most English translations leave the referent of the pronoun unspecified and maintain the ambiguity.
[185, 'p10', 'verse', 'v21', 'content']	“I will grant this request too
[186, 'p10', 'verse', 'v21', 'note', 'f']	tn Heb “I have lifted up your face [i.e., shown you favor] also concerning this matter.”
[187, 'p10', 'verse', 'v21', 'content']	and will not overthrow
[188, 'p10', 'verse', 'v21', 'note', 'f']	tn The negated infinitive construct indicates either the consequence of God’s granting the request (“I have granted this request, so that I will not”) or the manner in which he will grant it (“I have granted your request by not destroying”).
[189, 'p10', 'verse', 'v21', 'content']	the town you mentioned.
['v021_NET_GEN_019', 190, 'p10', 'verse', 'v21', 'plain_text']	21 “Very well,” he replied, “I will grant this request too and will not overthrow the town you mentioned.
[191, 'p10', 'verse', 'v22', 'label']	22
[192, 'p10', 'verse', 'v22', 'content']	Run there quickly,
[193, 'p10', 'verse', 'v22', 'note', 'f']	tn Heb “Be quick! Escape to there!” The two imperatives form a verbal hendiadys, the first becoming adverbial.
[194, 'p10', 'verse', 'v22', 'content']	for I cannot do anything until you arrive there.” (This incident explains why the town was called Zoar.)
[195, 'p10', 'verse', 'v22', 'note', 'f']	tn Heb “Therefore the name of the city is called Zoar.” The name of the place, צוֹעַר (tso’ar) apparently means “Little Place,” in light of the wordplay with the term “little” (מִצְעָר, mits’ar) used twice by Lot to describe the town (v. 20).
['v022_NET_GEN_019', 196, 'p10', 'verse', 'v22', 'plain_text']	22 Run there quickly, for I cannot do anything until you arrive there.” (This incident explains why the town was called Zoar.)
[197, 'p11', 'verse', 'v23', 'label']	23
[198, 'p11', 'verse', 'v23', 'content']	The sun had just risen
[199, 'p11', 'verse', 'v23', 'note', 'f']	sn The sun had just risen. There was very little time for Lot to escape between dawn (v. 15) and sunrise (here).
[200, 'p11', 'verse', 'v23', 'content']	over the land as Lot reached Zoar.
[201, 'p11', 'verse', 'v23', 'note', 'f']	tn The juxtaposition of the two disjunctive clauses indicates synchronic action. The first action (the sun’s rising) occurred as the second (Lot’s entering Zoar) took place. The disjunctive clauses also signal closure for the preceding scene.
['v023_NET_GEN_019', 202, 'p11', 'verse', 'v23', 'plain_text']	23 The sun had just risen over the land as Lot reached Zoar.
[203, 'p11', 'verse', 'v24', 'label']	24
[204, 'p11', 'verse', 'v24', 'content']	Then the
[205, 'p11', 'verse', 'v24', 'sc']	Lord
[206, 'p11', 'verse', 'v24', 'content']	rained down
[207, 'p11', 'verse', 'v24', 'note', 'f']	tn The disjunctive clause signals the beginning of the next scene and highlights God’s action.
[208, 'p11', 'verse', 'v24', 'content']	sulfur and fire
[209, 'p11', 'verse', 'v24', 'note', 'f']	tn Or “burning sulfur” (the traditional “fire and brimstone”).
[210, 'p11', 'verse', 'v24', 'content']	on Sodom and Gomorrah. It was sent down from the sky by the
[211, 'p11', 'verse', 'v24', 'sc']	Lord
[212, 'p11', 'verse', 'v24', 'content']	.
[213, 'p11', 'verse', 'v24', 'note', 'f']	tn Heb “from the Lord from the heavens.” The words “It was sent down” are supplied in the translation for stylistic reasons.
sn The text explicitly states that the sulfur and fire that fell on Sodom and Gomorrah was sent down from the sky by the Lord. What exactly this was, and how it happened, can only be left to intelligent speculation, but see J. P. Harland, “The Destruction of the Cities of the Plain,” BA 6 (1943): 41-54.
['v024_NET_GEN_019', 214, 'p11', 'verse', 'v24', 'plain_text']	24 Then the Lord rained down sulfur and fire on Sodom and Gomorrah. It was sent down from the sky by the Lord .
[215, 'p11', 'verse', 'v25', 'label']	25
[216, 'p11', 'verse', 'v25', 'content']	So he overthrew those cities and all that region,
[217, 'p11', 'verse', 'v25', 'note', 'f']	tn Or “and all the plain”; Heb “and all the circle,” referring to the “circle” or oval area of the Jordan Valley.
[218, 'p11', 'verse', 'v25', 'content']	including all the inhabitants of the cities and the vegetation that grew
[219, 'p11', 'verse', 'v25', 'note', 'f']	tn Heb “and the vegetation of the ground.”
[220, 'p11', 'verse', 'v25', 'content']	from the ground.
['v025_NET_GEN_019', 221, 'p11', 'verse', 'v25', 'plain_text']	25 So he overthrew those cities and all that region, including all the inhabitants of the cities and the vegetation that grew from the ground.
[222, 'p11', 'verse', 'v26', 'label']	26
[223, 'p11', 'verse', 'v26', 'content']	But Lot’s
[224, 'p11', 'verse', 'v26', 'note', 'f']	tn Heb “his”; the referent (Lot) has been specified in the translation for clarity.
[225, 'p11', 'verse', 'v26', 'content']	wife looked back longingly
[226, 'p11', 'verse', 'v26', 'note', 'f']	tn The Hebrew verb means “to look intently; to gaze” (see 15:5).
sn Longingly. Lot’s wife apparently identified with the doomed city and thereby showed lack of respect for God’s provision of salvation. She, like her daughters later, had allowed her thinking to be influenced by the culture of Sodom.
[227, 'p11', 'verse', 'v26', 'content']	and was turned into a pillar of salt.
['v026_NET_GEN_019', 228, 'p11', 'verse', 'v26', 'plain_text']	26 But Lot’s wife looked back longingly and was turned into a pillar of salt.
[229, 'p12', 'verse', 'v27', 'label']	27
[230, 'p12', 'verse', 'v27', 'content']	Abraham got up early in the morning and went
[231, 'p12', 'verse', 'v27', 'note', 'f']	tn The words “and went” are supplied in the translation for stylistic reasons.
[232, 'p12', 'verse', 'v27', 'content']	to the place where he had stood before the
[233, 'p12', 'verse', 'v27', 'sc']	Lord
[234, 'p12', 'verse', 'v27', 'content']	.
['v027_NET_GEN_019', 235, 'p12', 'verse', 'v27', 'plain_text']	27 Abraham got up early in the morning and went to the place where he had stood before the Lord .
[236, 'p12', 'verse', 'v28', 'label']	28
[237, 'p12', 'verse', 'v28', 'content']	He looked out toward
[238, 'p12', 'verse', 'v28', 'note', 'f']	tn Heb “upon the face of.”
[239, 'p12', 'verse', 'v28', 'content']	Sodom and Gomorrah and all the land of that region.
[240, 'p12', 'verse', 'v28', 'note', 'f']	tn Or “all the land of the plain”; Heb “and all the face of the land of the circle,” referring to the “circle” or oval area of the Jordan Valley.
[241, 'p12', 'verse', 'v28', 'content']	As he did so, he saw the smoke rising up from the land like smoke from a furnace.
[242, 'p12', 'verse', 'v28', 'note', 'f']	tn Heb “And he saw, and look, the smoke of the land went up like the smoke of a furnace.”
sn It is hard to imagine what was going on in Abraham’s mind, but this brief section in the narrative enables the reader to think about the human response to the judgment. Abraham had family in that area. He had rescued those people from the invasion. That was why he interceded. Yet he surely knew how wicked they were. That was why he got the number down to ten when he negotiated with God to save the city. But now he must have wondered, “What was the point?”
['v028_NET_GEN_019', 243, 'p12', 'verse', 'v28', 'plain_text']	28 He looked out toward Sodom and Gomorrah and all the land of that region. As he did so, he saw the smoke rising up from the land like smoke from a furnace.
[244, 'p13', 'verse', 'v29', 'label']	29
[245, 'p13', 'verse', 'v29', 'content']	So when God destroyed
[246, 'p13', 'verse', 'v29', 'note', 'f']	tn The construction is a temporal clause comprised of the temporal indicator, an infinitive construct with a preposition, and the subjective genitive.
[247, 'p13', 'verse', 'v29', 'content']	the cities of the region,
[248, 'p13', 'verse', 'v29', 'note', 'f']	tn Or “of the plain”; Heb “of the circle,” referring to the “circle” or oval area of the Jordan Valley.
[249, 'p13', 'verse', 'v29', 'content']	God honored
[250, 'p13', 'verse', 'v29', 'note', 'f']	tn Heb “remembered,” but this means more than mental recollection here. Abraham’s request (Gen 18:23-32) was that the Lord not destroy the righteous with the wicked. While the requisite minimum number of righteous people (ten, v. 32) needed for God to spare the cities was not found, God nevertheless rescued the righteous before destroying the wicked.
